;;;0 - 4;5 - 9;10 - 14;15 - 19;20 - 24;25 - 29;30 - 34;35 - 39;40 - 44;45 - 49;50 - 54;55 - 59;60 - 64;65 - 69;70 - 74;75 - 79;80 - 84;85+;
2001;weiblich;Nebenniere (C74);0,4;0,2;0,0;0,1;0,0;0,0;0,0;0,1;0,1;0,0;0,3;0,2;0,4;0,3;0,5;0,5;0,5;0,2;
2001;weiblich;Morbus Hodgkin (C81);0,0;0,0;0,1;0,2;0,2;0,1;0,1;0,3;0,3;0,2;0,1;0,3;0,6;0,8;1,1;2,2;1,9;2,3;
2001;weiblich;Non-Hodgkin-Lymphome (C82-C88);0,1;0,1;0,0;0,1;0,3;0,3;0,6;0,5;0,9;1,6;2,6;5,9;8,5;12,9;19,9;28,7;36,7;37,7;
2001;weiblich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,6;1,7;3,3;5,2;10,7;15,9;21,4;27,3;23,4;
2001;weiblich;Leukämien (C91-C95);0,7;0,4;0,7;1,2;0,6;0,7;0,9;1,3;1,4;2,5;3,9;5,0;8,6;14,0;20,7;30,9;41,7;56,5;
2001;männlich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,0;0,2;0,2;0,2;1,1;5,1;11,1;19,7;25,3;28,8;26,1;24,1;22,1;24,4;26,8;
2001;männlich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,4;1,7;6,0;11,6;19,2;23,9;28,3;31,5;33,3;32,1;32,3;
2001;männlich;Magen (C16);0,0;0,0;0,0;0,0;0,0;0,1;0,6;1,3;3,5;5,3;11,2;18,4;28,1;49,2;73,8;104,9;150,8;218,4;
2001;männlich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,4;0,6;1,1;1,4;2,1;2,4;2,1;4,0;
2001;männlich;Darm (C18-C20);0,0;0,0;0,0;0,0;0,3;0,1;0,9;1,6;3,8;8,7;19,2;41,1;63,8;101,5;156,0;219,6;294,9;413,0;
2001;männlich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,3;0,7;0,5;0,7;1,1;2,2;2,8;3,7;
2001;männlich;Leber (C22);0,1;0,3;0,1;0,1;0,0;0,0;0,2;0,3;0,8;2,9;5,8;11,1;20,7;31,9;42,7;55,7;58,2;58,9;
2001;männlich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,2;0,5;2,0;3,5;6,3;9,9;15,8;20,4;31,0;39,2;
2001;männlich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,8;2,3;6,1;11,9;22,9;32,9;48,3;66,8;89,6;105,7;110,5;
2001;männlich;Lunge (C33-C34);0,0;0,0;0,0;0,0;0,0;0,2;0,7;2,2;9,4;27,6;55,0;109,2;166,8;255,4;378,5;421,0;450,8;370,1;
2001;männlich;Knochen u. Gelenkknorpel (C40-C41);0,0;0,0;0,2;0,4;0,3;0,2;0,2;0,2;0,4;0,2;0,6;0,7;1,2;0,9;2,0;2,5;2,6;3,4;
2001;männlich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;0,0;0,1;0,4;0,4;1,1;1,8;2,3;3,4;4,2;5,8;8,0;10,0;13,7;21,4;20,4;
2001;männlich;Weichteile u. mesotheliales Gewebe (C45-C49);0,2;0,1;0,1;0,5;0,2;0,5;0,4;0,6;0,7;1,6;3,1;4,9;8,6;10,9;17,4;17,9;18,0;17,5;
2001;männlich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,2;0,4;0,8;0,8;1,8;3,1;3,9;4,7;5,3;
2001;männlich;Vulva (C51);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Vagina (C52);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Gebärmutterhals (C53);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Gebärmutterkörper (C54-C55);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Eierstöcke (C56);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Plazenta (C58);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2001;männlich;Penis (C60);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,3;0,2;0,5;0,8;1,1;1,4;1,7;5,3;
2001;männlich;Prostata (C61);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;1,0;3,7;11,3;28,4;56,2;123,7;228,5;398,7;741,7;
2001;männlich;Hoden (C62);0,0;0,0;0,0;0,2;0,2;0,7;0,7;0,7;0,7;0,3;0,4;0,3;0,5;0,4;0,6;1,2;0,9;1,6;
2001;männlich;Niere (C64);0,2;0,0;0,0;0,0;0,0;0,2;0,1;0,4;1,1;3,1;5,6;11,4;17,8;25,1;37,1;42,9;54,8;66,0;
2001;männlich;Harnblase (C67);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,5;1,1;3,1;6,1;10,9;22,0;41,4;69,6;117,0;196,4;
2001;männlich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);1,1;0,9;0,7;0,4;0,6;1,1;1,8;2,4;4,0;5,2;8,2;12,9;15,9;21,4;24,1;29,7;31,9;21,7;
2001;männlich;Schilddrüse (C73);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,4;0,6;1,0;1,5;2,5;5,0;4,5;4,5;6,6;
2001;männlich;Nebenniere (C74);0,2;0,2;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,2;0,2;0,2;0,1;0,3;0,4;0,4;0,0;
2001;männlich;Morbus Hodgkin (C81);0,0;0,0;0,0;0,0;0,2;0,1;0,3;0,2;0,4;0,3;0,5;0,8;0,7;1,4;1,5;1,9;3,6;3,7;
2001;männlich;Non-Hodgkin-Lymphome (C82-C88);0,1;0,2;0,1;0,3;0,6;0,2;0,7;0,9;2,1;2,9;5,4;8,3;13,6;19,0;29,0;44,3;55,8;63,1;
2001;männlich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,6;1,2;1,8;4,9;7,4;13,9;21,3;29,5;32,7;37,4;
2001;männlich;Leukämien (C91-C95);0,9;0,8;1,0;1,4;1,4;1,3;1,1;1,5;1,9;2,7;4,8;9,1;14,7;23,4;36,4;58,3;78,1;97,3;
2002;weiblich;Mundhöhle und Rachen (C00-C14);0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,6;1,7;2,8;5,5;4,7;4,1;5,8;6,7;7,9;11,8;
2002;weiblich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,2;0,9;2,1;4,6;4,5;4,8;6,2;7,9;11,2;16,5;
2002;weiblich;Magen (C16);0,0;0,0;0,0;0,0;0,2;0,3;0,9;1,3;2,2;5,1;6,0;8,8;13,8;22,2;32,0;49,9;80,7;140,8;
2002;weiblich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,1;0,3;0,4;0,7;1,0;1,4;1,7;2,3;3,0;
2002;weiblich;Darm (C18-C20);0,0;0,0;0,0;0,1;0,0;0,4;0,9;1,6;2,8;6,4;11,5;21,4;35,0;54,3;86,9;144,7;217,0;355,0;
2002;weiblich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,1;0,5;0,6;0,4;0,5;0,8;1,2;2,5;4,7;
2002;weiblich;Leber (C22);0,0;0,1;0,0;0,0;0,1;0,0;0,2;0,5;0,5;1,4;2,6;3,9;6,4;9,6;15,1;23,6;30,1;28,7;
2002;weiblich;Gallenblase und Gallenwege (C23-C24);0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,1;0,5;1,4;2,3;3,5;6,9;12,8;20,1;31,0;42,7;52,6;
2002;weiblich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,5;1,5;2,9;6,2;12,2;22,3;31,1;50,9;71,3;91,8;108,2;
2002;weiblich;Lunge (C33-C34);0,0;0,0;0,0;0,0;0,2;0,2;0,4;1,8;7,0;15,2;25,9;39,6;42,0;56,2;78,5;89,7;100,3;88,5;
2002;weiblich;Knochen u. Gelenkknorpel (C40-C41);0,0;0,1;0,2;0,3;0,1;0,2;0,2;0,1;0,2;0,2;0,2;0,4;0,3;0,8;0,7;2,1;2,0;2,7;
2002;weiblich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;0,0;0,0;0,2;0,7;0,9;1,0;1,5;2,1;2,9;3,5;4,3;6,0;9,3;10,5;16,8;
2002;weiblich;Weichteile u. mesotheliales Gewebe (C45-C49);0,3;0,3;0,1;0,2;0,2;0,3;0,4;0,4;0,7;0,8;1,4;2,8;3,7;4,7;6,6;8,4;9,6;12,7;
2002;weiblich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,2;0,6;3,2;7,9;15,1;29,3;44,7;61,9;72,8;84,8;100,5;135,7;167,3;237,5;
2002;weiblich;Vulva (C51);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,5;0,5;1,0;1,8;3,3;4,7;10,1;13,5;
2002;weiblich;Vagina (C52);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,2;0,3;0,7;1,2;1,5;3,1;2,7;
2002;weiblich;Gebärmutterhals (C53);0,0;0,0;0,0;0,0;0,0;0,4;1,0;2,1;3,6;5,3;6,3;6,2;5,7;7,2;9,4;9,8;13,4;17,1;
2002;weiblich;Gebärmutterkörper (C54-C55);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,7;1,3;3,6;4,4;7,9;13,9;18,1;25,7;34,3;50,9;
2002;weiblich;Eierstöcke (C56);0,0;0,0;0,0;0,1;0,2;0,4;0,5;1,4;3,1;6,2;10,4;16,1;24,7;33,5;42,4;52,7;66,6;63,8;
2002;weiblich;Plazenta (C58);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2002;weiblich;Penis (C60);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;weiblich;Prostata (C61);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;weiblich;Hoden (C62);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;weiblich;Niere (C64);0,0;0,1;0,0;0,0;0,0;0,1;0,1;0,2;0,6;1,2;1,8;3,2;6,0;11,2;16,6;22,4;26,9;33,6;
2002;weiblich;Harnblase (C67);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,6;0,9;1,4;3,2;5,5;11,6;18,7;31,7;63,6;
2002;weiblich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);1,3;0,7;0,5;0,4;0,8;0,8;1,6;2,0;2,9;3,7;6,3;8,0;12,1;14,5;18,2;21,9;20,8;15,8;
2002;weiblich;Schilddrüse (C73);0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,1;0,4;0,4;0,7;1,6;2,4;3,8;5,9;6,3;9,3;
2002;weiblich;Nebenniere (C74);0,5;0,3;0,0;0,0;0,1;0,0;0,1;0,0;0,1;0,1;0,0;0,3;0,2;0,4;0,4;0,3;0,3;0,4;
2002;weiblich;Morbus Hodgkin (C81);0,0;0,0;0,0;0,0;0,3;0,1;0,2;0,2;0,2;0,2;0,1;0,3;0,6;0,5;0,7;1,8;1,5;2,5;
2002;weiblich;Non-Hodgkin-Lymphome (C82-C88);0,1;0,1;0,2;0,2;0,5;0,2;0,5;0,5;1,2;1,7;3,1;4,4;9,2;11,9;19,3;28,5;37,8;41,8;
2002;weiblich;Multiples Myelom (C90);0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,6;1,8;3,5;5,1;10,0;14,9;20,0;25,5;25,9;
2002;weiblich;Leukämien (C91-C95);0,6;0,6;0,7;0,6;0,7;0,7;0,9;1,1;1,5;2,2;3,4;5,1;8,0;14,5;23,2;32,3;44,6;61,3;
2002;männlich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,7;4,2;11,7;19,5;27,5;27,1;25,5;22,1;18,3;18,9;30,7;
2002;männlich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,4;1,8;6,5;12,6;18,2;22,3;31,8;31,8;31,3;36,1;38,8;
2002;männlich;Magen (C16);0,1;0,0;0,0;0,0;0,3;0,3;0,6;1,3;3,3;6,1;11,3;18,2;29,5;46,5;71,3;104,0;154,0;197,2;
2002;männlich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,2;0,3;0,4;0,7;1,2;2,0;2,7;3,0;3,9;
2002;männlich;Darm (C18-C20);0,0;0,0;0,0;0,0;0,1;0,4;0,8;2,0;3,1;7,8;18,9;38,1;67,4;101,6;165,4;223,1;306,7;426,3;
2002;männlich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,2;0,7;0,5;0,6;0,9;1,3;2,1;1,7;
2002;männlich;Leber (C22);0,1;0,0;0,0;0,0;0,0;0,1;0,2;0,4;1,1;2,9;5,9;12,1;19,2;34,5;43,8;50,8;64,8;53,9;
2002;männlich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,6;0,8;1,6;3,3;6,8;9,5;15,3;25,2;33,5;43,9;
2002;männlich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,9;2,5;6,4;12,8;22,8;34,8;49,8;66,7;82,8;110,3;114,0;
2002;männlich;Lunge (C33-C34);0,1;0,0;0,0;0,0;0,2;0,2;0,7;2,3;8,8;27,2;57,4;109,0;167,4;249,4;361,3;411,6;439,3;359,8;
2002;männlich;Knochen u. Gelenkknorpel (C40-C41);0,0;0,1;0,1;0,5;0,6;0,3;0,1;0,1;0,2;0,3;0,5;0,4;1,1;0,9;1,2;2,4;1,5;3,4;
2002;männlich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;0,0;0,1;0,2;0,6;0,8;1,4;2,3;3,0;4,4;5,5;6,6;9,8;14,0;19,1;26,0;
2002;männlich;Weichteile u. mesotheliales Gewebe (C45-C49);0,3;0,1;0,3;0,3;0,2;0,4;0,4;0,7;0,7;1,7;2,5;5,5;7,1;12,2;15,0;18,2;23,2;24,6;
2002;männlich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,4;0,7;1,2;1,2;2,7;3,7;4,5;8,9;
2002;männlich;Vulva (C51);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Vagina (C52);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Gebärmutterhals (C53);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Gebärmutterkörper (C54-C55);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Eierstöcke (C56);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Plazenta (C58);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2002;männlich;Penis (C60);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,5;0,9;0,5;1,3;1,1;1,9;3,1;
2002;männlich;Prostata (C61);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,9;4,0;12,5;28,6;58,8;125,4;214,6;401,0;739,7;
2002;männlich;Hoden (C62);0,0;0,0;0,0;0,1;0,3;0,5;0,8;0,6;0,7;0,6;0,3;0,3;0,4;0,6;0,8;1,1;2,2;2,0;
2002;männlich;Niere (C64);0,2;0,1;0,0;0,0;0,0;0,0;0,1;0,4;1,2;2,7;5,1;10,6;15,3;23,7;34,3;40,0;52,7;64,3;
2002;männlich;Harnblase (C67);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,5;1,3;2,8;5,4;10,0;18,9;36,5;66,5;106,7;186,6;
2002;männlich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);0,6;1,2;0,9;0,8;0,7;1,3;1,7;2,9;4,1;6,2;9,0;12,3;17,6;20,9;23,8;28,0;27,8;19,0;
2002;männlich;Schilddrüse (C73);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,5;1,1;1,0;1,6;3,9;3,2;5,0;3,6;
2002;männlich;Nebenniere (C74);0,3;0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,1;0,1;0,2;0,4;0,4;0,4;0,7;0,6;
2002;männlich;Morbus Hodgkin (C81);0,0;0,0;0,0;0,1;0,1;0,2;0,2;0,2;0,4;0,2;0,2;0,6;0,6;1,3;1,2;1,9;2,1;2,8;
2002;männlich;Non-Hodgkin-Lymphome (C82-C88);0,1;0,1;0,1;0,3;0,2;0,5;0,7;1,0;1,4;2,9;5,6;8,8;11,9;18,5;31,8;41,1;61,1;60,3;
2002;männlich;Multiples Myelom (C90);0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,1;0,6;1,0;2,0;4,6;8,3;12,5;22,4;32,2;37,6;36,0;
2002;männlich;Leukämien (C91-C95);0,3;0,6;0,5;1,0;1,4;1,3;1,2;1,5;1,8;3,6;3,8;7,9;13,4;25,0;40,3;55,6;71,4;99,2;
2003;weiblich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,4;1,9;3,5;5,9;5,0;5,3;4,3;6,0;8,9;13,2;
2003;weiblich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,3;0,8;2,3;4,3;4,1;4,3;6,6;7,5;10,2;14,9;
2003;weiblich;Magen (C16);0,1;0,0;0,0;0,1;0,1;0,6;0,6;1,5;2,2;5,5;6,7;9,1;12,2;19,7;32,3;51,5;74,3;128,1;
2003;weiblich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,0;0,3;0,4;0,5;0,8;1,2;1,9;1,9;3,6;
2003;weiblich;Darm (C18-C20);0,1;0,0;0,0;0,0;0,1;0,4;0,6;1,4;2,8;6,3;12,8;22,7;33,5;51,9;85,8;138,9;212,4;347,1;
2003;weiblich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,3;0,4;0,5;0,6;0,6;1,6;1,1;3,1;4,5;
2003;weiblich;Leber (C22);0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,2;0,8;1,5;2,3;3,7;5,7;11,0;16,6;24,2;29,6;31,9;
2003;weiblich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,4;1,2;2,2;4,0;7,3;12,6;19,7;24,8;36,0;45,1;
2003;weiblich;Bauchspeicheldrüse (C25);0,0;0,1;0,0;0,0;0,0;0,1;0,2;0,8;1,3;3,4;6,3;13,8;22,0;30,3;49,4;65,1;88,1;111,9;
2003;weiblich;Lunge (C33-C34);0,1;0,0;0,0;0,0;0,1;0,0;0,5;2,1;6,7;15,2;26,6;38,8;44,2;54,3;83,3;90,3;100,4;91,7;
2003;weiblich;Knochen u. Gelenkknorpel (C40-C41);0,1;0,1;0,2;0,4;0,2;0,3;0,2;0,3;0,1;0,1;0,3;0,3;0,7;0,9;0,8;1,5;2,2;1,7;
2003;weiblich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;0,0;0,0;0,3;0,5;0,8;1,6;1,1;2,6;2,3;3,6;4,8;4,9;7,3;8,3;17,0;
2003;weiblich;Weichteile u. mesotheliales Gewebe (C45-C49);0,1;0,3;0,0;0,2;0,4;0,1;0,2;0,6;0,7;1,2;1,6;2,3;3,1;5,0;6,4;8,5;10,9;11,6;
2003;weiblich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,1;0,6;3,1;7,4;14,6;26,6;42,5;60,1;71,2;85,0;99,1;120,0;159,4;234,2;
2003;weiblich;Vulva (C51);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,1;0,3;0,4;0,5;1,0;1,8;3,3;5,6;9,9;13,8;
2003;weiblich;Vagina (C52);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,1;0,4;0,3;0,5;0,7;1,5;2,5;3,1;
2003;weiblich;Gebärmutterhals (C53);0,0;0,0;0,0;0,0;0,1;0,1;1,1;2,0;3,8;4,8;5,5;5,9;6,7;6,5;9,4;10,5;14,4;16,3;
2003;weiblich;Gebärmutterkörper (C54-C55);0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,6;1,7;2,9;4,3;8,0;11,9;18,9;23,3;33,5;45,1;
2003;weiblich;Eierstöcke (C56);0,0;0,0;0,0;0,1;0,2;0,3;0,7;1,0;2,9;4,7;10,0;15,9;26,3;33,2;39,4;49,3;64,5;61,5;
2003;weiblich;Plazenta (C58);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2003;weiblich;Penis (C60);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;weiblich;Prostata (C61);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;weiblich;Hoden (C62);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;weiblich;Niere (C64);0,1;0,1;0,0;0,0;0,0;0,0;0,1;0,2;0,6;0,9;2,1;3,6;6,6;10,6;18,0;20,0;28,2;31,6;
2003;weiblich;Harnblase (C67);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,3;0,6;0,8;1,3;3,2;5,8;11,1;18,1;32,1;54,9;
2003;weiblich;Auge, Gehirn u. Zentrales Nervensystem (C69-C72);0,6;0,8;0,7;0,6;0,3;0,7;1,2;1,7;2,6;3,9;5,5;7,8;11,2;15,6;19,9;21,5;20,9;19,5;
2003;weiblich;Schilddrüse (C73);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,6;0,9;1,1;1,8;3,5;5,6;8,9;8,7;
2003;weiblich;Nebenniere (C74);0,2;0,3;0,2;0,0;0,0;0,1;0,0;0,1;0,2;0,0;0,1;0,1;0,2;0,3;0,4;0,5;0,5;0,0;
2003;weiblich;Morbus Hodgkin (C81);0,0;0,0;0,0;0,1;0,1;0,3;0,1;0,2;0,1;0,2;0,2;0,3;0,4;0,7;1,2;1,9;2,1;1,5;
2003;weiblich;Non-Hodgkin-Lymphome (C82-C88);0,0;0,2;0,0;0,3;0,5;0,3;0,5;0,7;1,0;1,6;2,7;5,5;7,4;10,9;20,4;29,0;36,9;40,3;
2003;weiblich;Multiples Myelom (C90);0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,7;1,3;2,7;5,6;11,0;14,0;20,3;26,1;24,5;
2003;weiblich;Leukämien (C91-C95);1,1;0,4;0,5;0,6;0,8;0,8;0,6;1,0;1,4;2,2;3,6;5,1;8,2;14,5;21,9;31,9;43,1;62,1;
2003;männlich;Mundhöhle und Rachen (C00-C14);0,0;0,0;0,0;0,0;0,2;0,1;0,2;0,8;3,2;10,6;19,1;25,6;27,6;25,6;24,6;20,0;19,8;33,3;
2003;männlich;Speiseröhre (C15);0,0;0,0;0,0;0,0;0,0;0,1;0,3;0,5;1,8;5,9;11,9;18,1;24,5;28,2;30,4;34,1;36,9;33,9;
2003;männlich;Magen (C16);0,0;0,0;0,0;0,0;0,1;0,3;0,8;1,4;2,6;6,7;10,9;15,7;25,5;41,9;66,9;97,2;145,1;197,4;
2003;männlich;Dünndarm (C17);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,3;0,5;0,5;1,4;1,7;2,8;2,5;3,5;
2003;männlich;Darm (C18-C20);0,0;0,0;0,0;0,0;0,2;0,2;1,1;1,5;3,4;8,5;17,1;37,6;65,3;101,0;154,7;220,1;305,6;415,7;
2003;männlich;Anus u. Analkanal (C21);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,2;0,4;0,8;0,5;0,5;1,0;1,2;1,4;3,2;
2003;männlich;Leber (C22);0,2;0,1;0,0;0,0;0,1;0,2;0,2;0,4;1,1;2,7;6,6;13,1;20,1;34,5;45,9;52,4;67,0;52,7;
2003;männlich;Gallenblase und Gallenwege (C23-C24);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,5;1,5;3,2;5,0;9,8;16,3;20,1;29,6;45,7;
2003;männlich;Bauchspeicheldrüse (C25);0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,7;2,1;5,3;12,0;20,9;35,2;46,5;64,2;85,7;111,6;109,3;
2003;männlich;Lunge (C33-C34);0,0;0,0;0,0;0,1;0,2;0,2;1,1;3,0;8,8;27,4;56,1;105,7;163,0;236,9;356,4;404,8;428,3;342,0;
2003;männlich;Knochen u. Gelenkknorpel (C40-C41);0,0;0,2;0,3;0,4;0,6;0,5;0,3;0,2;0,2;0,1;0,3;0,7;0,8;1,2;1,3;2,2;2,5;2,1;
2003;männlich;Malignes Melanom der Haut (C43);0,0;0,0;0,0;0,0;0,0;0,2;0,7;1,1;1,6;2,3;3,5;4,1;6,8;8,3;12,1;13,9;18,1;25,3;
2003;männlich;Weichteile u. mesotheliales Gewebe (C45-C49);0,2;0,4;0,1;0,4;0,2;0,2;0,4;0,6;0,6;1,3;2,2;4,9;7,6;12,3;15,5;19,1;24,0;19,4;
2003;männlich;Brustdrüse (C50);0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,1;0,3;0,7;0,8;1,4;1,6;2,3;3,9;5,1;7,4;
2003;männlich;Vulva (C51);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Vagina (C52);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Gebärmutterhals (C53);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Gebärmutterkörper (C54-C55);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Eierstöcke (C56);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Plazenta (C58);x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
2003;männlich;Penis (C60);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,1;0,4;0,3;0,6;1,0;1,4;1,1;3,0;3,2;
2003;männlich;Prostata (C61);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,6;3,4;11,2;28,0;57,5;121,4;213,3;396,0;742,7;
2003;männlich;Hoden (C62);0,0;0,0;0,0;0,1;0,3;0,5;0,6;0,7;0,7;0,5;0,3;0,4;0,4;0,3;0,4;1,0;1,0;3,8;
2003;männlich;Niere (C64);0,1;0,1;0,0;0,0;0,1;0,0;0,2;0,4;1,1;3,3;5,9;9,5;14,9;23,9;35,2;44,3;53,9;56,6;
2003;männlich;Harnblase (C67);0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,4;1,3;2,8;6,3;11,2;19,9;38,9;70,4;114,5;197,4;
